source	Unnamed: 0	source	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color
Micrococcales	294	Micrococcales	Lactobacillales	8.0	42	61	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Lactobacillales	295	Lactobacillales	Micrococcales	8.0	61	42	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	3.0	0.0	#7effb5	#8000ff
Mycoplasmatales	296	Mycoplasmatales	Actinomycetales	3.0	17	44	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	0.0	#d4dd80	#8000ff
Actinomycetales	297	Actinomycetales	Mycoplasmatales	3.0	44	17	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Mycoplasmatales	298	Mycoplasmatales	Bacillales	4.0	17	53	Subgingival_plaque	Attached	Intertype	#e4cf74	#4e4dfc	#cccccc	4.0	0.0	#d4dd80	#8000ff
Bacillales	299	Bacillales	Mycoplasmatales	4.0	53	17	Attached	Subgingival_plaque	Intertype	#4e4dfc	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Mycoplasmatales	300	Mycoplasmatales	Bacteroidales	4.0	17	60	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	4.0	0.0	#d4dd80	#8000ff
Bacteroidales	301	Bacteroidales	Mycoplasmatales	4.0	60	17	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Mycoplasmatales	302	Mycoplasmatales	Burkholderiales	2.0	17	54	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	0.0	#d4dd80	#8000ff
Burkholderiales	303	Burkholderiales	Mycoplasmatales	2.0	54	17	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	6.0	1.0	#ff0000	#01b3ec
Mycoplasmatales	304	Mycoplasmatales	Campylobacterales	3.0	17	37	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	4.0	0.0	#d4dd80	#8000ff
Campylobacterales	305	Campylobacterales	Mycoplasmatales	3.0	37	17	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Mycoplasmatales	306	Mycoplasmatales	Cardiobacteriales	1.0	17	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	4.0	0.0	#d4dd80	#8000ff
Cardiobacteriales	307	Cardiobacteriales	Mycoplasmatales	1.0	20	17	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	1.0	#2c7ef7	#01b3ec
Mycoplasmatales	308	Mycoplasmatales	Clostridiales	5.0	17	58	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	4.0	0.0	#d4dd80	#8000ff
Clostridiales	309	Clostridiales	Mycoplasmatales	5.0	58	17	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Mycoplasmatales	310	Mycoplasmatales	Coriobacteriales	3.0	17	40	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	4.0	0.0	#d4dd80	#8000ff
Coriobacteriales	311	Coriobacteriales	Mycoplasmatales	3.0	40	17	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Mycoplasmatales	312	Mycoplasmatales	Corynebacteriales	1.0	17	43	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	0.0	#d4dd80	#8000ff
Corynebacteriales	313	Corynebacteriales	Mycoplasmatales	1.0	43	17	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Mycoplasmatales	314	Mycoplasmatales	Eggerthellales	3.0	17	19	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	4.0	0.0	#d4dd80	#8000ff
Eggerthellales	315	Eggerthellales	Mycoplasmatales	3.0	19	17	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Mycoplasmatales	316	Mycoplasmatales	Erysipelotrichales	4.0	17	41	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	4.0	0.0	#d4dd80	#8000ff
Erysipelotrichales	317	Erysipelotrichales	Mycoplasmatales	4.0	41	17	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Mycoplasmatales	318	Mycoplasmatales	Flavobacteriales	1.0	17	35	Subgingival_plaque	Supragingival_plaque	Intertype	#e4cf74	#ff964f	#cccccc	4.0	0.0	#d4dd80	#8000ff
Flavobacteriales	319	Flavobacteriales	Mycoplasmatales	1.0	35	17	Supragingival_plaque	Subgingival_plaque	Intertype	#ff964f	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Mycoplasmatales	320	Mycoplasmatales	Fusobacteriales	4.0	17	33	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	4.0	0.0	#d4dd80	#8000ff
Fusobacteriales	321	Fusobacteriales	Mycoplasmatales	4.0	33	17	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Mycoplasmatales	322	Mycoplasmatales	Lactobacillales	4.0	17	61	Subgingival_plaque	Mid_vagina	Intertype	#e4cf74	#18cde4	#cccccc	4.0	0.0	#d4dd80	#8000ff
Lactobacillales	323	Lactobacillales	Mycoplasmatales	4.0	61	17	Mid_vagina	Subgingival_plaque	Intertype	#18cde4	#e4cf74	#cccccc	3.0	0.0	#7effb5	#8000ff
Mycoplasmatales	324	Mycoplasmatales	Micrococcales	4.0	17	42	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	4.0	0.0	#d4dd80	#8000ff
Micrococcales	325	Micrococcales	Mycoplasmatales	4.0	42	17	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Neisseriales	326	Neisseriales	Actinomycetales	4.0	36	44	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Actinomycetales	327	Actinomycetales	Neisseriales	4.0	44	36	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Neisseriales	328	Neisseriales	Alteromonadales	1.0	36	8	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Alteromonadales	329	Alteromonadales	Neisseriales	1.0	8	36	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	5.0	2.0	#ff8143	#7effb5
Neisseriales	330	Neisseriales	Bacillales	3.0	36	53	Throat	Attached	Intertype	#ff5029	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacillales	331	Bacillales	Neisseriales	3.0	53	36	Attached	Throat	Intertype	#4e4dfc	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Neisseriales	332	Neisseriales	Bacteroidales	6.0	36	60	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Bacteroidales	333	Bacteroidales	Neisseriales	6.0	60	36	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Neisseriales	334	Neisseriales	Burkholderiales	4.0	36	54	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Burkholderiales	335	Burkholderiales	Neisseriales	4.0	54	36	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	6.0	1.0	#ff0000	#01b3ec
Neisseriales	336	Neisseriales	Campylobacterales	4.0	36	37	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Campylobacterales	337	Campylobacterales	Neisseriales	4.0	37	36	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Neisseriales	338	Neisseriales	Cardiobacteriales	4.0	36	20	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cardiobacteriales	339	Cardiobacteriales	Neisseriales	4.0	20	36	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Neisseriales	340	Neisseriales	Chlamydiales	2.0	36	8	Throat	Attached	Intertype	#ff5029	#4e4dfc	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Chlamydiales	341	Chlamydiales	Neisseriales	2.0	8	36	Attached	Throat	Intertype	#4e4dfc	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Neisseriales	342	Neisseriales	Clostridiales	1.0	36	58	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Clostridiales	343	Clostridiales	Neisseriales	1.0	58	36	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Neisseriales	344	Neisseriales	Corynebacteriales	2.0	36	43	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Corynebacteriales	345	Corynebacteriales	Neisseriales	2.0	43	36	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Neisseriales	346	Neisseriales	Cytophagales	2.0	36	9	Throat	Anterior_nares	Intertype	#ff5029	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Cytophagales	347	Cytophagales	Neisseriales	2.0	9	36	Anterior_nares	Throat	Intertype	#8000ff	#ff5029	#cccccc	2.0	0.0	#2adddd	#8000ff
Neisseriales	348	Neisseriales	Eggerthellales	3.0	36	19	Throat	Stool	Intertype	#ff5029	#b2f396	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Eggerthellales	349	Eggerthellales	Neisseriales	3.0	19	36	Stool	Throat	Intertype	#b2f396	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Neisseriales	350	Neisseriales	Flavobacteriales	5.0	36	35	Throat	Supragingival_plaque	Intertype	#ff5029	#ff964f	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Flavobacteriales	351	Flavobacteriales	Neisseriales	5.0	35	36	Supragingival_plaque	Throat	Intertype	#ff964f	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Neisseriales	352	Neisseriales	Fusobacteriales	6.0	36	33	Throat	Tongue_dorsum	Intertype	#ff5029	#ff0000	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Fusobacteriales	353	Fusobacteriales	Neisseriales	6.0	33	36	Tongue_dorsum	Throat	Intertype	#ff0000	#ff5029	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Neisseriales	354	Neisseriales	Lactobacillales	6.0	36	61	Throat	Mid_vagina	Intertype	#ff5029	#18cde4	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Lactobacillales	355	Lactobacillales	Neisseriales	6.0	61	36	Mid_vagina	Throat	Intertype	#18cde4	#ff5029	#cccccc	3.0	0.0	#7effb5	#8000ff
Neisseriales	356	Neisseriales	Micrococcales	8.0	36	42	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Micrococcales	357	Micrococcales	Neisseriales	8.0	42	36	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Neisseriales	358	Neisseriales	Mycoplasmatales	1.0	36	17	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Mycoplasmatales	359	Mycoplasmatales	Neisseriales	1.0	17	36	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	4.0	0.0	#d4dd80	#8000ff
Nostocales	360	Nostocales	Lactobacillales	1.0	2	61	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	3.0	0.0	#7effb5	#8000ff
Lactobacillales	361	Lactobacillales	Nostocales	1.0	61	2	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	3.0	0.0	#7effb5	#8000ff
Pasteurellales	362	Pasteurellales	Actinomycetales	2.0	41	44	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5.0	0.0	#ff8143	#8000ff
Actinomycetales	363	Actinomycetales	Pasteurellales	2.0	44	41	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pasteurellales	364	Pasteurellales	Alteromonadales	2.0	41	8	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5.0	0.0	#ff8143	#8000ff
Alteromonadales	365	Alteromonadales	Pasteurellales	2.0	8	41	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	5.0	2.0	#ff8143	#7effb5
Pasteurellales	366	Pasteurellales	Bacillales	4.0	41	53	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	5.0	0.0	#ff8143	#8000ff
Bacillales	367	Bacillales	Pasteurellales	4.0	53	41	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Pasteurellales	368	Pasteurellales	Bacteroidales	6.0	41	60	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	5.0	0.0	#ff8143	#8000ff
Bacteroidales	369	Bacteroidales	Pasteurellales	6.0	60	41	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Pasteurellales	370	Pasteurellales	Burkholderiales	2.0	41	54	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5.0	0.0	#ff8143	#8000ff
Burkholderiales	371	Burkholderiales	Pasteurellales	2.0	54	41	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	6.0	1.0	#ff0000	#01b3ec
Pasteurellales	372	Pasteurellales	Campylobacterales	4.0	41	37	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	5.0	0.0	#ff8143	#8000ff
Campylobacterales	373	Campylobacterales	Pasteurellales	4.0	37	41	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pasteurellales	374	Pasteurellales	Cardiobacteriales	1.0	41	20	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5.0	0.0	#ff8143	#8000ff
Cardiobacteriales	375	Cardiobacteriales	Pasteurellales	1.0	20	41	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pasteurellales	376	Pasteurellales	Clostridiales	3.0	41	58	Buccal_mucosa	Stool	Intertype	#1996f3	#b2f396	#cccccc	5.0	0.0	#ff8143	#8000ff
Clostridiales	377	Clostridiales	Pasteurellales	3.0	58	41	Stool	Buccal_mucosa	Intertype	#b2f396	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Pasteurellales	378	Pasteurellales	Coriobacteriales	2.0	41	40	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	5.0	0.0	#ff8143	#8000ff
Coriobacteriales	379	Coriobacteriales	Pasteurellales	2.0	40	41	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Pasteurellales	380	Pasteurellales	Corynebacteriales	2.0	41	43	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5.0	0.0	#ff8143	#8000ff
Corynebacteriales	381	Corynebacteriales	Pasteurellales	2.0	43	41	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pasteurellales	382	Pasteurellales	Cytophagales	2.0	41	9	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	5.0	0.0	#ff8143	#8000ff
Cytophagales	383	Cytophagales	Pasteurellales	2.0	9	41	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	2.0	0.0	#2adddd	#8000ff
Pasteurellales	384	Pasteurellales	Erysipelotrichales	3.0	41	41	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	5.0	0.0	#ff8143	#8000ff
Erysipelotrichales	385	Erysipelotrichales	Pasteurellales	3.0	41	41	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Pasteurellales	386	Pasteurellales	Flavobacteriales	2.0	41	35	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	5.0	0.0	#ff8143	#8000ff
Flavobacteriales	387	Flavobacteriales	Pasteurellales	2.0	35	41	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pasteurellales	388	Pasteurellales	Fusobacteriales	3.0	41	33	Buccal_mucosa	Tongue_dorsum	Intertype	#1996f3	#ff0000	#cccccc	5.0	0.0	#ff8143	#8000ff
Fusobacteriales	389	Fusobacteriales	Pasteurellales	3.0	33	41	Tongue_dorsum	Buccal_mucosa	Intertype	#ff0000	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pasteurellales	390	Pasteurellales	Lactobacillales	5.0	41	61	Buccal_mucosa	Mid_vagina	Intertype	#1996f3	#18cde4	#cccccc	5.0	0.0	#ff8143	#8000ff
Lactobacillales	391	Lactobacillales	Pasteurellales	5.0	61	41	Mid_vagina	Buccal_mucosa	Intertype	#18cde4	#1996f3	#cccccc	3.0	0.0	#7effb5	#8000ff
Pasteurellales	392	Pasteurellales	Micrococcales	5.0	41	42	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	5.0	0.0	#ff8143	#8000ff
Micrococcales	393	Micrococcales	Pasteurellales	5.0	42	41	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	1.0	0.0	#2c7ef7	#8000ff
Pasteurellales	394	Pasteurellales	Mycoplasmatales	4.0	41	17	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	5.0	0.0	#ff8143	#8000ff
Mycoplasmatales	395	Mycoplasmatales	Pasteurellales	4.0	17	41	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	4.0	0.0	#d4dd80	#8000ff
Pasteurellales	396	Pasteurellales	Neisseriales	1.0	41	36	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	5.0	0.0	#ff8143	#8000ff
Neisseriales	397	Neisseriales	Pasteurellales	1.0	36	41	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Pleurocapsales	398	Pleurocapsales	Chromatiales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Chromatiales	399	Chromatiales	Pleurocapsales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Pleurocapsales	400	Pleurocapsales	Cytophagales	1.0	1	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Cytophagales	401	Cytophagales	Pleurocapsales	1.0	9	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	0.0	#2adddd	#8000ff
Pleurocapsales	402	Pleurocapsales	Geodermatophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Geodermatophilales	403	Geodermatophilales	Pleurocapsales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Pleurocapsales	404	Pleurocapsales	Hydrogenophilales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Hydrogenophilales	405	Hydrogenophilales	Pleurocapsales	1.0	1	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Propionibacteriales	406	Propionibacteriales	Actinomycetales	1.0	40	44	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Actinomycetales	407	Actinomycetales	Propionibacteriales	1.0	44	40	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Propionibacteriales	408	Propionibacteriales	Bacillales	2.0	40	53	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bacillales	409	Bacillales	Propionibacteriales	2.0	53	40	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Propionibacteriales	410	Propionibacteriales	Bacteroidales	5.0	40	60	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Bacteroidales	411	Bacteroidales	Propionibacteriales	5.0	60	40	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Propionibacteriales	412	Propionibacteriales	Burkholderiales	3.0	40	54	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Burkholderiales	413	Burkholderiales	Propionibacteriales	3.0	54	40	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	6.0	1.0	#ff0000	#01b3ec
Propionibacteriales	414	Propionibacteriales	Campylobacterales	1.0	40	37	Anterior_nares	Saliva	Intertype	#8000ff	#7effb5	#cccccc	1.0	3.0	#2c7ef7	#feb562
Campylobacterales	415	Campylobacterales	Propionibacteriales	1.0	37	40	Saliva	Anterior_nares	Intertype	#7effb5	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Propionibacteriales	416	Propionibacteriales	Cardiobacteriales	2.0	40	20	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	1.0	3.0	#2c7ef7	#feb562
Cardiobacteriales	417	Cardiobacteriales	Propionibacteriales	2.0	20	40	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Propionibacteriales	418	Propionibacteriales	Chromatiales	1.0	40	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Chromatiales	419	Chromatiales	Propionibacteriales	1.0	1	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Propionibacteriales	420	Propionibacteriales	Clostridiales	1.0	40	58	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Clostridiales	421	Clostridiales	Propionibacteriales	1.0	58	40	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Propionibacteriales	422	Propionibacteriales	Corynebacteriales	2.0	40	43	Anterior_nares	Supragingival_plaque	Intertype	#8000ff	#ff964f	#cccccc	1.0	3.0	#2c7ef7	#feb562
Corynebacteriales	423	Corynebacteriales	Propionibacteriales	2.0	43	40	Supragingival_plaque	Anterior_nares	Intertype	#ff964f	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Propionibacteriales	424	Propionibacteriales	Cytophagales	1.0	40	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Cytophagales	425	Cytophagales	Propionibacteriales	1.0	9	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	0.0	#2adddd	#8000ff
Propionibacteriales	426	Propionibacteriales	Eggerthellales	3.0	40	19	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	1.0	3.0	#2c7ef7	#feb562
Eggerthellales	427	Eggerthellales	Propionibacteriales	3.0	19	40	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Propionibacteriales	428	Propionibacteriales	Enterobacteriales	1.0	40	27	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Enterobacteriales	429	Enterobacteriales	Propionibacteriales	1.0	27	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Propionibacteriales	430	Propionibacteriales	Fusobacteriales	1.0	40	33	Anterior_nares	Tongue_dorsum	Intertype	#8000ff	#ff0000	#cccccc	1.0	3.0	#2c7ef7	#feb562
Fusobacteriales	431	Fusobacteriales	Propionibacteriales	1.0	33	40	Tongue_dorsum	Anterior_nares	Intertype	#ff0000	#8000ff	#cccccc	1.0	1.0	#2c7ef7	#01b3ec
Propionibacteriales	432	Propionibacteriales	Geodermatophilales	1.0	40	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Geodermatophilales	433	Geodermatophilales	Propionibacteriales	1.0	1	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Propionibacteriales	434	Propionibacteriales	Hydrogenophilales	1.0	40	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	1.0	3.0	#2c7ef7	#feb562
Hydrogenophilales	435	Hydrogenophilales	Propionibacteriales	1.0	1	40	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	2.0	3.0	#2adddd	#feb562
Propionibacteriales	436	Propionibacteriales	Micrococcales	6.0	40	42	Anterior_nares	Buccal_mucosa	Intertype	#8000ff	#1996f3	#cccccc	1.0	3.0	#2c7ef7	#feb562
Micrococcales	437	Micrococcales	Propionibacteriales	6.0	42	40	Buccal_mucosa	Anterior_nares	Intertype	#1996f3	#8000ff	#cccccc	1.0	0.0	#2c7ef7	#8000ff
Propionibacteriales	438	Propionibacteriales	Mycoplasmatales	1.0	40	17	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	1.0	3.0	#2c7ef7	#feb562
