TAXA	Acetivibrio	Acetobacterium	Acidaminococcus	Acinetobacter	Actinomyces	Actinotignum	Adlercreutzia	Afipia	Aggregatibacter	Akkermansia	Alistipes	Alkaliflexus	Alloprevotella	Anaerococcus	Anaerofustis	Anaeroglobus	Anaerostipes	Anaerotruncus	Anaerovibrio	Anoxybacillus	Atopobium	Bacillus	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Bradyrhizobium	Brevibacillus	Buttiauxella	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Candidatus Hamiltonella	Candidatus Soleaferrea	Candidatus Stoquefichus	Capnocytophaga	Catabacter	Catenibacterium	Catonella	Cellulomonas	Cellulosilyticum	Chlamydia	Chryseobacterium	Chthoniobacter	Citrobacter	Cloacibacillus	Clostridium	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Cupriavidus	Dehalobacter	Deinococcus	Desulfitobacterium	Desulfovibrio	Dialister	Dielma	Dorea	Dysgonomonas	Eggerthella	Enterobacter	Enterococcus	Enterorhabdus	Erwinia	Erysipelatoclostridium	Escherichia	Ethanoligenens	Eubacterium	Faecalibacterium	Faecalicoccus	Faecalitalea	Fenollaria	Fermentimonas	Fibrella	Finegoldia	Flavonifractor	Fusobacterium	Gardnerella	Gemella	Gordonibacter	Granulicatella	Haemophilus	Halalkalibacillus	Hallella	Haloferula	Helicobacter	Holdemanella	Holdemania	Hungatella	Intestinibacter	Intestinimonas	Johnsonella	Kandleria	Klebsiella	Kluyvera	Lachnoanaerobaculum	Lachnobacterium	Lachnoclostridium	Lachnospira	Lactobacillus	Lactococcus	Levyella	Mageeibacillus	Marinilabilia	Marinomonas	Marvinbryantia	Megamonas	Megasphaera	Methylobacterium	Mitsuokella	Mobiluncus	Mucinivorans	Mycobacterium	Neisseria	Novosphingobium	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Paenibacillus	Paludibacter	Pantoea	Parabacteroides	Paraprevotella	Parasutterella	Pedobacter	Peptoclostridium	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Pontibacillus	Pontibacter	Porphyromonas	Prevotella	Prolixibacter	Propionibacterium	Propionispira	Providencia	Pseudobutyrivibrio	Pseudoflavonifractor	Pyramidobacter	Rikenella	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Salmonella	Sanguibacteroides	Selenomonas	Sellimonas	Senegalimassilia	Serratia	Shewanella	Shigella	Sinorhizobium	Slackia	Solobacterium	Sphingomonas	Stomatobaculum	Streptococcus	Subdoligranulum	Succinivibrio	Sutterella	Synergistes	Tannerella	Terrisporobacter	Treponema	Turicibacter	Tyzzerella	Varibaculum	Veillonella	Verrucomicrobium	Yersinia
Dorea	76.0	0.0	0.0	46.0	21.0	0.0	49.0	0.0	0.0	22.0	57.0	0.0	15.0	0.0	7.0	6.0	28.0	57.0	0.0	0.0	0.0	10.0	35.0	14.0	44.0	42.0	25.0	0.0	0.0	0.0	25.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	48.0	41.0	18.0	34.0	0.0	0.0	0.0	0.0	0.0	23.0	14.0	11.0	0.0	0.0	30.0	0.0	93.0	0.0	0.0	39.0	11.0	0.0	86.0	82.0	0.0	24.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	59.0	9.0	0.0	83.0	3.0	5.0	0.0	0.0	12.0	0.0	96.0	32.0	0.0	14.0	12.0	25.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	15.0	59.0	0.0	0.0	0.0	0.0	56.0	0.0	44.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	39.0	63.0	15.0	17.0	19.0	37.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	6.0	15.0	0.0	0.0	53.0	75.0	0.0	15.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonas	4.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthella	19.0	0.0	7.0	21.0	14.0	0.0	18.0	0.0	0.0	13.0	22.0	0.0	4.0	0.0	0.0	0.0	31.0	33.0	0.0	1.0	0.0	0.0	18.0	0.0	23.0	14.0	27.0	0.0	1.0	0.0	13.0	12.0	0.0	2.0	0.0	3.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	20.0	25.0	10.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	30.0	0.0	0.0	0.0	48.0	0.0	0.0	17.0	0.0	0.0	25.0	27.0	0.0	12.0	5.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	12.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	15.0	0.0	9.0	6.0	11.0	0.0	1.0	27.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	10.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	19.0	20.0	0.0	10.0	0.0	18.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	29.0	36.0	0.0	14.0	0.0	10.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0
Enterobacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus	91.0	0.0	17.0	70.0	33.0	0.0	55.0	0.0	0.0	46.0	82.0	0.0	22.0	2.0	9.0	16.0	47.0	95.0	0.0	0.0	0.0	2.0	58.0	24.0	61.0	54.0	48.0	0.0	0.0	0.0	41.0	37.0	4.0	13.0	0.0	0.0	0.0	6.0	14.0	5.0	2.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	72.0	73.0	25.0	54.0	0.0	0.0	0.0	0.0	0.0	29.0	25.0	20.0	93.0	0.0	48.0	0.0	0.0	0.0	0.0	59.0	20.0	0.0	97.0	101.0	0.0	39.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	82.0	14.0	0.0	137.0	0.0	0.0	5.0	0.0	2.0	0.0	130.0	42.0	0.0	26.0	22.0	35.0	0.0	0.0	79.0	0.0	17.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	78.0	11.0	0.0	0.0	0.0	102.0	0.0	65.0	0.0	98.0	0.0	0.0	2.0	0.0	0.0	5.0	15.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	79.0	83.0	14.0	32.0	44.0	47.0	34.0	0.0	0.0	4.0	0.0	0.0	0.0	18.0	2.0	20.0	2.0	0.0	83.0	115.0	0.0	19.0	0.0	16.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0
Enterorhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erysipelatoclostridium	27.0	0.0	8.0	28.0	13.0	0.0	23.0	0.0	0.0	21.0	29.0	0.0	0.0	0.0	0.0	0.0	16.0	35.0	0.0	1.0	0.0	5.0	20.0	10.0	14.0	16.0	18.0	0.0	1.0	0.0	12.0	19.0	0.0	8.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	12.0	25.0	31.0	11.0	16.0	0.0	0.0	0.0	1.0	0.0	12.0	12.0	0.0	39.0	0.0	17.0	2.0	59.0	0.0	0.0	0.0	0.0	0.0	27.0	33.0	0.0	17.0	5.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	39.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	2.0	52.0	15.0	0.0	8.0	8.0	17.0	0.0	1.0	33.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	3.0	30.0	0.0	2.0	0.0	0.0	42.0	4.0	21.0	1.0	26.0	0.0	3.0	0.0	2.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	18.0	29.0	9.0	15.0	11.0	10.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	23.0	45.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	0.0
Escherichia	17.0	0.0	0.0	17.0	0.0	0.0	4.0	0.0	0.0	13.0	12.0	0.0	0.0	0.0	0.0	3.0	9.0	12.0	0.0	0.0	0.0	2.0	17.0	4.0	11.0	0.0	6.0	0.0	0.0	0.0	6.0	11.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	22.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	11.0	0.0	0.0	2.0	20.0	0.0	0.0	0.0	0.0	0.0	10.0	17.0	0.0	0.0	3.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	19.0	0.0	0.0	0.0	0.0	16.0	2.0	11.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	16.0	0.0	13.0	19.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	14.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0
Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacterium	110.0	0.0	10.0	53.0	20.0	0.0	46.0	0.0	0.0	40.0	81.0	0.0	17.0	0.0	10.0	0.0	33.0	69.0	2.0	0.0	0.0	20.0	52.0	34.0	34.0	46.0	25.0	0.0	0.0	0.0	15.0	44.0	0.0	5.0	0.0	0.0	6.0	8.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	2.0	0.0	3.0	13.0	48.0	50.0	25.0	34.0	0.0	0.0	0.0	0.0	0.0	28.0	16.0	20.0	86.0	0.0	25.0	4.0	97.0	4.0	0.0	27.0	10.0	0.0	0.0	89.0	0.0	27.0	0.0	0.0	0.0	2.0	44.0	0.0	0.0	0.0	24.0	0.0	19.0	0.0	0.0	2.0	0.0	15.0	58.0	5.0	0.0	105.0	7.0	0.0	4.0	0.0	18.0	2.0	105.0	40.0	0.0	15.0	15.0	21.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	35.0	97.0	0.0	6.0	0.0	0.0	91.0	11.0	45.0	3.0	105.0	0.0	6.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	66.0	94.0	11.0	26.0	25.0	34.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	9.0	11.0	0.0	14.0	55.0	76.0	0.0	25.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	109.0	0.0	31.0	44.0	22.0	0.0	46.0	0.0	0.0	40.0	84.0	0.0	17.0	2.0	0.0	0.0	32.0	62.0	0.0	0.0	0.0	0.0	70.0	32.0	70.0	69.0	35.0	0.0	0.0	0.0	34.0	40.0	2.0	9.0	0.0	0.0	0.0	0.0	7.0	8.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	77.0	42.0	27.0	33.0	0.0	0.0	0.0	0.0	0.0	15.0	14.0	13.0	82.0	0.0	27.0	0.0	101.0	0.0	0.0	33.0	17.0	0.0	89.0	0.0	6.0	33.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	91.0	0.0	0.0	123.0	0.0	5.0	0.0	0.0	14.0	0.0	107.0	38.0	0.0	18.0	16.0	25.0	0.0	0.0	44.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	19.0	100.0	24.0	0.0	0.0	0.0	93.0	10.0	64.0	0.0	100.0	0.0	0.0	2.0	2.0	0.0	5.0	18.0	0.0	0.0	0.0	0.0	3.0	103.0	0.0	64.0	90.0	11.0	31.0	29.0	42.0	28.0	0.0	0.0	7.0	0.0	0.0	0.0	17.0	0.0	10.0	0.0	5.0	60.0	102.0	0.0	20.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
Faecalicoccus	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	6.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalitalea	21.0	0.0	0.0	22.0	13.0	0.0	13.0	0.0	0.0	13.0	35.0	0.0	0.0	0.0	0.0	0.0	15.0	31.0	0.0	0.0	0.0	0.0	39.0	6.0	21.0	25.0	16.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	18.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	24.0	0.0	12.0	0.0	39.0	0.0	0.0	17.0	0.0	0.0	27.0	33.0	3.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	18.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	34.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	11.0	0.0	39.0	10.0	0.0	0.0	0.0	16.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	11.0	26.0	0.0	0.0	0.0	0.0	26.0	0.0	21.0	0.0	23.0	6.0	3.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	20.0	38.0	5.0	14.0	0.0	24.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	7.0	0.0	10.0	0.0	0.0	26.0	31.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fenollaria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fermentimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
