	source	target	weight	edge_sample	edcolor
2049	Capnocytophaga ochracea	Capnocytophaga sp. oral taxon 335	6.0	Supragingival_plaque	#ff964f
2050	Capnocytophaga sp. oral taxon 336	Actinomyces gerencseriae	4.0	Intertype	#cccccc
2051	Actinomyces gerencseriae	Capnocytophaga sp. oral taxon 336	4.0	Intertype	#cccccc
2052	Capnocytophaga sp. oral taxon 336	Actinomyces johnsonii	7.0	Intertype	#cccccc
2053	Actinomyces johnsonii	Capnocytophaga sp. oral taxon 336	7.0	Intertype	#cccccc
2054	Capnocytophaga sp. oral taxon 336	Actinomyces sp. oral taxon 848	3.0	Supragingival_plaque	#ff964f
2055	Actinomyces sp. oral taxon 848	Capnocytophaga sp. oral taxon 336	3.0	Supragingival_plaque	#ff964f
2056	Capnocytophaga sp. oral taxon 336	Aggregatibacter actinomycetemcomitans	6.0	Intertype	#cccccc
2057	Aggregatibacter actinomycetemcomitans	Capnocytophaga sp. oral taxon 336	6.0	Intertype	#cccccc
2058	Capnocytophaga sp. oral taxon 336	Bergeyella zoohelcum	2.0	Supragingival_plaque	#ff964f
2059	Bergeyella zoohelcum	Capnocytophaga sp. oral taxon 336	2.0	Supragingival_plaque	#ff964f
2060	Capnocytophaga sp. oral taxon 336	Capnocytophaga cynodegmi	2.0	Supragingival_plaque	#ff964f
2061	Capnocytophaga cynodegmi	Capnocytophaga sp. oral taxon 336	2.0	Supragingival_plaque	#ff964f
2062	Capnocytophaga sp. oral taxon 336	Capnocytophaga gingivalis	5.0	Supragingival_plaque	#ff964f
2063	Capnocytophaga gingivalis	Capnocytophaga sp. oral taxon 336	5.0	Supragingival_plaque	#ff964f
2064	Capnocytophaga sp. oral taxon 336	Capnocytophaga granulosa	4.0	Supragingival_plaque	#ff964f
2065	Capnocytophaga granulosa	Capnocytophaga sp. oral taxon 336	4.0	Supragingival_plaque	#ff964f
2066	Capnocytophaga sp. oral taxon 336	Capnocytophaga ochracea	5.0	Supragingival_plaque	#ff964f
